City,Date,PM2.5,PM10,NO2,SO2,CO,O3,NO,NOx,NH3,AQI
Patna,2020-06-01,116.68,158.66,31.45,7.49,1.84,21.47,27.94,58.67,32.81,184.0
Patna,2020-06-02,90.22,181.63,57.85,10.54,1.3,12.6,102.71949999999998,131.53,28.41,226.0
Patna,2020-06-03,52.48,125.73,40.42,9.77,0.69,37.84,23.99,53.75,25.8,148.0
Patna,2020-06-04,51.74,163.76,48.99,11.73,1.42,21.01,46.35,51.0,11.97,140.0
Patna,2020-06-05,17.95,82.85,15.13,10.27,0.44,49.34,71.43,44.36,8.18,129.0
Patna,2020-06-06,10.78,40.55,13.74,3.22,0.67,21.9,78.07,45.29,3.39,82.0
Patna,2020-07-01,169.64,227.61399999999992,35.42,7.14,2.41,17.36,49.98,84.61,34.04999999999999,306.0
Patna,2020-07-02,94.78,205.57,65.46,8.7,1.52,11.2,102.71949999999998,131.53,21.12,235.0
Patna,2020-07-03,46.69,162.01,48.29,9.21,0.81,21.8,42.04,70.27,22.17,136.0
Patna,2020-07-04,44.93,112.36,48.88,11.83,1.64,20.63,43.36,59.45,11.56,142.0
Patna,2020-07-05,24.24,86.66,23.41,7.95,0.52,37.71,102.71949999999998,71.38,9.58,139.0
Patna,2020-07-06,19.81,67.2,15.32,2.88,0.72,20.13,65.21,46.35,7.78,88.0
Patna,2020-08-01,172.07,227.61399999999992,32.84,8.47,2.45,18.56,54.75,86.53,30.9,349.0
Patna,2020-08-02,94.66,182.56,60.31,9.63,1.37,12.42,102.71949999999998,131.53,25.3,230.0
Patna,2020-08-03,59.79,194.62,57.21,10.96,0.89,19.34,50.82,80.27,22.75,190.0
Patna,2020-08-04,53.11,141.19,52.98,11.5,1.76,18.78,47.49,72.57,11.86,132.0
Patna,2020-08-05,22.42,129.27,13.42,10.37,0.49,41.96,67.07,53.76,7.77,171.0
Patna,2020-08-06,18.17,74.52,19.35,2.8,0.74,24.1,56.15,42.41,7.15,100.0
Patna,2020-09-01,106.68,120.41,27.17,7.87,1.31,19.29,36.27,62.86,28.47,280.0
Patna,2020-09-02,97.57,182.11,60.09,8.57,1.47,13.82,70.73,126.92,23.44,218.0
Patna,2020-09-03,58.48,165.04,60.63,10.86,0.91,24.24,32.94,67.04,21.77,182.0
Patna,2020-09-04,52.64,129.22,52.66,13.4,1.76,24.83,39.83,70.26,12.28,144.0
Patna,2020-09-05,35.51,172.7,14.78,11.0,0.56,51.9,60.69,54.67,9.41,191.0
Patna,2020-09-06,38.48,99.52,23.81,2.86,0.82,29.75,78.44,50.18,6.39,106.0
Patna,2020-10-01,85.02,104.32,26.64,7.98,1.79,12.28,38.4,64.39,30.55,220.0
Patna,2020-10-02,97.02,177.26,53.96,9.59,1.36,14.1,63.82,115.49,30.99,226.0
Patna,2020-10-03,124.48,221.48,56.39,10.61,1.32,25.55,29.94,64.66,23.24,232.0
Patna,2020-10-04,52.72,119.57,37.04,11.0,1.44,31.62,43.93,46.09,12.87,144.0
Patna,2020-10-05,38.4,202.95,12.11,9.06,0.56,54.37,60.17,54.28,7.16,256.0
Patna,2020-10-06,37.57,105.97,23.9,3.16,0.7,40.94,72.04,43.94,7.29,111.0
Patna,2020-11-01,86.04,108.41,35.09,7.72,2.43,15.8,39.04,73.54,28.22,186.0
Patna,2020-11-02,124.61,188.68,57.63,8.98,1.25,16.81,57.4,102.79,26.71,242.0
Patna,2020-11-03,75.99,150.83,56.35,10.76,1.01,22.76,33.52,67.25,22.24,179.0
Patna,2020-11-04,62.28,164.71,17.67,10.23,1.53,31.37,66.61,50.3,15.74,150.0
Patna,2020-11-05,22.51,71.44,13.75,5.84,0.56,37.65,69.66,65.15,6.57,138.0
Patna,2020-11-06,32.56,76.26,29.06,3.15,0.58,31.17,59.8,34.96,5.55,100.0
Patna,2020-12-01,107.55,123.53,29.37,7.34,2.64,17.59,43.62,71.96,32.08,202.0
Patna,2020-12-02,90.54,189.23,56.97,7.51,1.0,11.65,25.07,64.03,29.13,231.0
Patna,2020-12-03,70.53,134.29,57.59,11.98,1.26,19.29,55.63,86.43,22.81,163.0
Patna,2020-12-04,59.87,162.5,18.86,10.81,1.47,39.31,58.33,46.05,15.87,160.0
Patna,2020-12-05,36.48,74.57,18.8,7.53,0.69,34.92,68.7,55.05,10.93,124.0
Patna,2020-12-06,19.01,59.73,24.21,3.25,0.45,25.75,82.57,48.94,6.72,86.0
Shillong,2019-01-09,8.89,14.37,3.52,5.76,0.23,29.69,1.2650000000000001,1.3,3.63,31.0
Shillong,2019-01-10,5.11,10.05,3.57,5.69,0.32,31.71,1.16,1.4979999999999998,3.66,40.0
Shillong,2019-01-11,5.11,10.05,3.57,5.69,0.32,31.71,1.16,1.4979999999999998,3.66,40.0
Shillong,2019-01-12,5.11,10.05,2.49,5.69,0.19,37.52,0.78,1.1,2.53,40.0
Shillong,2019-02-09,57.103500000000004,82.25999999999999,3.5725,5.56,0.23,27.96,1.2650000000000001,1.36,3.63,40.0
Shillong,2019-02-10,15.38,21.8,3.5725,5.75,0.29,38.39,1.12,1.4979999999999998,3.66,47.0
Shillong,2019-02-11,15.38,21.8,3.5725,5.75,0.29,38.39,1.12,1.4979999999999998,3.66,47.0
Shillong,2019-02-12,15.38,21.8,2.42,5.49,0.25,25.19,0.75,1.08,2.48,47.0
Shillong,2019-03-09,57.103500000000004,82.25999999999999,3.56,5.55,0.19,25.2,1.26,1.4,3.64,47.0
Shillong,2019-03-10,16.97,26.93,3.55,5.87,0.53,31.82,1.12,1.4979999999999998,3.66,59.0
Shillong,2019-03-11,16.97,26.93,3.55,5.87,0.53,31.82,1.12,1.4979999999999998,3.66,59.0
Shillong,2019-03-12,5.92,9.08,1.97,4.67,0.21,17.24,0.63,0.77,2.07,59.0
Shillong,2019-04-09,57.103500000000004,82.25999999999999,3.5725,5.14,0.28,19.11,1.2650000000000001,1.44,3.66,59.0
Shillong,2019-04-10,17.43,26.69,3.5,5.98,0.46,43.49,1.13,1.4979999999999998,3.66,56.0
Shillong,2019-04-11,17.43,26.69,3.5,5.98,0.46,43.49,1.13,1.4979999999999998,3.66,56.0
Shillong,2019-04-12,4.46,2.1,1.28,3.09,0.15,9.59,0.42,0.52,1.33,56.0
Shillong,2019-05-09,8.35,14.68,3.57,4.99,0.25,20.95,1.24,1.44,3.64,92.25
Shillong,2019-05-10,19.67,32.09,3.5,5.77,0.29,41.42,1.11,0.63,3.62,49.0
Shillong,2019-05-11,19.67,32.09,3.5,5.77,0.29,41.42,1.11,0.63,3.62,49.0
Shillong,2019-05-12,2.67,4.46,1.86,4.36,0.15,24.15,0.56,0.84,1.92,49.0
Shillong,2019-06-09,8.32,16.12,3.55,4.93,0.29,18.72,1.23,1.44,3.65,25.0
Shillong,2019-06-10,8.32,31.21,3.55,5.5,0.27,50.34,1.23,0.0,3.65,58.0
Shillong,2019-06-11,8.32,31.21,3.55,5.5,0.27,50.34,1.23,0.0,3.65,58.0
Shillong,2019-06-12,3.71,2.12,1.88,4.35,0.15,27.75,0.6,0.82,1.93,58.0
Shillong,2019-07-09,4.2,9.07,3.56,5.0,0.18,25.14,1.23,1.44,3.65,31.0
Shillong,2019-07-10,4.2,33.73,3.56,5.56,0.3,44.83,1.23,0.0,3.65,54.0
Shillong,2019-07-11,4.2,33.73,3.56,5.56,0.3,44.83,1.23,0.0,3.65,54.0
Shillong,2019-07-12,2.69,4.74,1.67,3.92,0.13,23.42,0.54,0.71,1.73,54.0
Shillong,2019-08-09,4.34,8.67,3.57,5.11,0.18,28.71,1.26,1.41,3.64,33.0
Shillong,2019-08-10,4.34,20.9,3.57,5.46,0.29,40.26,1.26,0.0,3.64,48.0
Shillong,2019-08-11,4.34,20.9,3.57,5.46,0.29,40.26,1.26,0.0,3.64,48.0
Shillong,2019-08-12,13.22,2.08,1.81,4.16,0.14,23.65,0.58,0.78,1.85,48.0
Shillong,2019-09-09,4.94,10.61,3.55,5.14,0.21,29.84,1.22,1.45,3.65,35.0
Shillong,2019-09-10,4.94,27.61,3.55,5.55,0.52,33.87,1.22,0.0,3.65,57.0
Shillong,2019-09-11,4.94,27.61,3.55,5.55,0.52,33.87,1.22,0.0,3.65,57.0
Shillong,2019-09-12,7.06,10.39,1.85,4.25,0.32,22.99,0.59,0.79,1.89,57.0
Shillong,2019-10-09,9.82,15.96,3.53,5.46,0.24,28.78,1.21,1.45,3.65,35.0
Shillong,2019-10-10,9.82,20.78,3.53,5.58,0.47,32.71,1.21,0.0,3.65,48.0
Shillong,2019-10-11,9.82,20.78,3.53,5.58,0.47,32.71,1.21,0.0,3.65,48.0
Shillong,2019-10-12,12.52,9.11,1.65,3.83,0.2,14.36,0.52,0.71,1.69,48.0
Shillong,2019-11-09,11.37,19.57,3.54,6.12,0.29,25.39,1.2650000000000001,1.35,3.64,40.0
Shillong,2019-11-10,17.72,19.46,3.5725,5.76,0.44,29.2,1.23,0.76,3.62,45.0
Shillong,2019-11-11,17.72,19.46,3.5725,5.76,0.44,29.2,1.23,0.76,3.62,45.0
Shillong,2019-11-12,21.1,9.35,1.7,3.98,0.38,18.38,0.53,0.73,1.76,45.0
Shillong,2019-12-09,5.79,10.72,3.51,5.69,0.23,23.95,1.2650000000000001,1.32,3.65,30.0
Shillong,2019-12-10,21.02,34.85,3.5725,6.14,0.31,36.64,1.14,1.4979999999999998,3.66,46.0
Shillong,2019-12-11,21.02,34.85,3.5725,6.14,0.31,36.64,1.14,1.4979999999999998,3.66,46.0
Shillong,2019-12-12,13.29,8.72,1.58,3.65,0.15,16.67,0.51,0.67,1.62,46.0
Shillong,2020-01-01,13.29,8.72,2.28,6.08,0.18,33.94,0.73,1.0,2.33,46.0
Shillong,2020-01-02,47.55,62.01,2.46,7.6,0.27,39.34,0.76,1.08,2.53,78.0
Shillong,2020-01-03,27.68,36.86,2.65,4.23,0.24,46.9,0.88,1.11,2.72,53.0
Shillong,2020-01-04,46.79,81.02,2.55,8.82,0.3,22.65,0.9,1.0,2.64,92.25
Shillong,2020-01-05,12.54,18.18,2.42,5.85,0.17,1.61,0.81,1.01,2.48,17.0
Shillong,2020-01-06,16.52,28.89,2.78,9.14,0.16,11.35,0.97,1.12,2.9,25.0
Shillong,2020-01-07,16.7,29.4,2.7,4.29,0.1,17.71,0.97,1.04,2.66,24.0
Shillong,2020-02-01,16.94,29.4,2.48,6.75,0.33,29.45,0.77,1.1,2.6,24.0
Shillong,2020-02-02,48.24,67.47,3.05,9.46,0.33,54.6515,0.97,1.32,3.12,80.0
Shillong,2020-02-03,35.37,48.33,2.61,4.21,0.31,43.83,0.83,1.15,2.7,60.0
Shillong,2020-02-04,34.47,74.98,2.83,10.68,0.23,38.21,0.98,1.14,2.95,77.0
Shillong,2020-02-05,13.9,18.23,2.65,6.65,0.16,0.9,0.88,1.12,2.71,24.0
Shillong,2020-02-06,19.38,31.27,2.73,9.47,0.15,16.35,0.97,1.06,2.81,29.0
Shillong,2020-03-01,6.09,31.27,2.26,5.81,0.25,35.99,0.71,1.0,2.31,29.0
Shillong,2020-03-02,57.103500000000004,82.25999999999999,3.2,10.06,0.5459999999999999,48.78,1.02,1.37,3.25,86.0
Shillong,2020-03-03,26.75,40.42,2.55,3.85,0.2,51.06,0.81,1.09,2.59,63.0
Shillong,2020-03-04,34.03,65.56,2.87,9.04,0.21,25.1,1.0,1.14,3.01,74.0
Shillong,2020-03-05,10.46,13.6,2.65,6.66,0.15,0.8,0.9,1.09,2.72,19.0
Shillong,2020-03-06,19.65,27.54,2.65,9.84,0.17,12.45,0.96,1.02,2.74,33.0
Shillong,2020-04-01,19.65,27.54,2.38,5.99,0.23,24.46,0.74,1.07,2.45,33.0
Shillong,2020-04-02,49.49,63.41,2.97,9.26,0.5459999999999999,38.52,0.92,1.33,3.04,92.25
Shillong,2020-04-03,32.17,53.68,2.64,3.85,0.23,48.89,0.85,1.15,2.71,64.0
Shillong,2020-04-04,25.6,49.2,2.67,7.86,0.05,18.67,0.92,0.28,2.79,59.0
Shillong,2020-04-05,13.97,18.44,2.65,6.95,0.2,0.11,0.89,1.11,2.73,20.0
Shillong,2020-04-06,20.5,28.99,2.73,10.7,0.18,11.24,0.98,1.07,2.84,32.0
Shillong,2020-05-01,13.57,28.99,2.33,6.15,0.17,49.78,0.69,1.07,2.4,32.0
Shillong,2020-05-02,54.66,73.95,3.29,10.3,0.53,54.6515,1.0,1.4979999999999998,3.33,90.0
Shillong,2020-05-03,26.31,34.09,2.77,3.99,0.32,41.7,0.88,1.22,2.85,63.0
Shillong,2020-05-04,26.31,34.09,2.77,3.99,0.0,41.7,0.88,0.0,2.85,63.0
Shillong,2020-05-05,16.18,23.91,2.58,6.96,0.16,4.15,0.88,1.05,2.66,27.0
Shillong,2020-05-06,12.72,18.14,2.75,10.7,0.15,1.17,0.99,1.06,2.85,32.0
Shillong,2020-06-01,12.55,18.14,2.12,5.17,0.28,27.36,0.63,0.98,2.16,32.0
Shillong,2020-06-02,40.34,59.42,3.14,9.73,0.41,54.6515,0.94,1.43,3.19,87.0
Shillong,2020-06-03,27.32,36.11,2.78,4.09,0.25,52.14,0.89,1.21,2.86,64.0
Shillong,2020-06-04,27.32,36.11,2.78,4.09,0.25,52.14,0.89,1.21,2.86,64.0
Shillong,2020-06-05,12.39,16.49,2.62,7.0,0.18,9.44,0.9,1.07,2.71,22.0
Shillong,2020-06-06,13.5,17.99,2.73,10.49,0.16,1.83,1.0,1.04,2.79,16.0
Shillong,2020-07-01,13.5,17.99,2.17,5.48,0.3,26.58,0.67,0.94,2.22,16.0
Shillong,2020-07-02,57.103500000000004,82.25999999999999,3.18,10.34,0.5459999999999999,54.6515,0.99,1.41,3.25,92.25
Shillong,2020-07-03,26.77,35.27,2.74,3.57,0.22,44.61,0.87,1.17,2.82,65.0
Shillong,2020-07-04,26.77,35.27,2.74,3.57,0.22,44.61,0.87,1.17,2.82,65.0
Shillong,2020-07-05,11.76,16.65,2.65,7.38,0.18,18.51,0.92,1.06,2.7,39.0
Shillong,2020-07-06,17.94,25.5,2.88,10.7,0.18,5.11,1.05,1.09,2.93,30.0
Shillong,2020-08-01,11.0,25.5,1.83,4.93,0.12,19.06,0.57,0.46,1.88,30.0
Shillong,2020-08-02,48.94,68.35,2.67,8.91,0.37,38.07,0.84,1.18,2.7,92.0
Shillong,2020-08-03,20.66,35.48,2.91,3.94,0.17,54.6515,0.93,1.22,2.98,73.0
Shillong,2020-08-04,20.66,35.48,2.91,3.94,0.17,54.6515,0.93,1.22,2.98,73.0
Shillong,2020-08-05,15.92,24.05,2.68,8.29,0.16,24.17,0.95,1.05,2.78,56.0
Shillong,2020-08-06,23.76,32.93,2.71,10.7,0.21,5.94,0.97,1.05,2.76,33.0
Shillong,2020-09-01,56.28,68.45,1.89,5.56,0.2,15.43,0.6,0.3,1.9,33.0
Shillong,2020-09-02,25.93,34.99,2.85,9.69,0.26,43.66,0.93,1.22,2.95,62.0
Shillong,2020-09-03,28.03,42.96,3.08,4.76,0.31,51.74,0.99,1.34,3.19,65.0
Shillong,2020-09-04,28.03,42.96,3.08,4.76,0.31,51.74,0.99,1.34,3.19,65.0
Shillong,2020-09-05,21.41,32.61,2.62,8.0,0.19,21.39,0.92,1.04,2.66,42.0
Shillong,2020-09-06,24.94,33.44,2.73,10.7,0.25,0.01,0.98,1.06,2.84,41.0
Shillong,2020-10-01,35.29,51.1,2.43,6.85,0.5459999999999999,29.17,0.77,1.05,2.5,41.0
Shillong,2020-10-02,47.14,63.22,3.03,10.2,0.5459999999999999,35.73,0.97,1.29,3.12,70.0
Shillong,2020-10-03,39.77,59.85,3.11,5.22,0.29,54.05,1.03,1.31,3.2,71.0
Shillong,2020-10-04,39.77,59.85,3.11,5.22,0.0,54.05,1.03,0.0,3.2,71.0
Shillong,2020-10-05,23.75,34.49,2.72,8.27,0.19,21.21,0.97,1.06,2.82,57.0
Shillong,2020-10-06,9.99,14.39,2.62,10.7,0.17,21.21,0.95,1.0,2.73,33.0
Shillong,2020-11-01,22.59,30.4,2.96,7.95,0.28,32.79,0.91,1.32,3.05,50.0
Shillong,2020-11-02,42.01,58.81,2.82,9.85,0.5459999999999999,36.5,0.94,1.18,2.94,76.0
Shillong,2020-11-03,23.77,38.5,2.94,5.02,0.23,54.63,0.99,1.23,3.05,66.0
Shillong,2020-11-04,23.77,38.5,2.94,5.02,0.0,54.63,0.99,0.0,3.05,66.0
Shillong,2020-11-05,22.77,33.82,2.59,7.81,0.2,33.07,0.91,1.01,2.68,75.0
Shillong,2020-11-06,5.28,10.75,2.64,10.19,0.16,17.41,0.97,1.0,2.77,20.0
Shillong,2020-12-01,17.46,24.25,2.47,6.64,0.2,28.35,0.76,1.11,2.5,38.0
Shillong,2020-12-02,40.08,56.09,2.71,9.24,0.4,37.57,0.87,1.17,2.78,71.0
Shillong,2020-12-03,29.84,47.21,2.35,4.93,0.22,44.23,0.8,0.97,2.42,56.0
Shillong,2020-12-04,29.84,47.21,2.35,4.93,0.0,44.23,0.8,0.0,2.42,56.0
Shillong,2020-12-05,21.75,30.97,2.74,8.55,0.2,12.28,1.0,1.02,2.84,37.0
Shillong,2020-12-06,3.44,5.82,2.76,9.5,0.14,22.11,0.98,1.09,2.86,29.0
Talcher,2018-01-01,3.44,5.82,2.76,9.5,0.14,22.11,0.98,1.09,2.86,29.0
Talcher,2018-01-02,3.44,5.82,2.76,9.5,0.14,22.11,0.98,1.09,2.86,29.0
Talcher,2018-01-03,145.03500000000003,378.45,27.03,38.16,2.05,21.77,82.61799999999998,91.82,25.660999999999998,366.79999999999995
Talcher,2018-01-04,75.21,131.5,10.88,18.46,1.49,40.31,9.73,12.5,12.21,134.0
Talcher,2018-01-05,39.03,73.5,8.79,49.11,1.66,23.49,47.86,42.01,25.660999999999998,98.0
Talcher,2018-01-06,54.6,114.36,11.66,42.47,1.94,11.59,17.81,19.45,13.24,182.0
Talcher,2018-01-07,24.39,124.45,12.91,43.89,2.16,20.54,23.92,28.65,20.28,121.0
Talcher,2018-01-08,25.01,180.81,12.91,43.89,0.0,20.54,23.92,0.0,20.28,147.0
Talcher,2018-01-09,25.01,180.81,12.91,43.89,0.0,20.54,23.92,0.0,20.28,147.0
Talcher,2018-01-10,25.01,180.81,41.04999999999997,7.37,0.0,14.88,23.92,0.0,22.32,17.0
Talcher,2018-01-11,27.15,88.97,2.04,10.22,2.48,13.73,80.51,54.07,24.02,113.0
Talcher,2018-01-12,88.36,393.59399999999994,0.09,25.13,1.84,8.19,24.03,22.83,7.02,366.79999999999995
Talcher,2018-02-01,88.36,393.59399999999994,0.09,25.13,1.84,8.19,24.03,22.83,7.02,366.79999999999995
Talcher,2018-02-02,88.36,393.59399999999994,0.09,25.13,1.84,8.19,24.03,22.83,7.02,366.79999999999995
Talcher,2018-02-03,145.03500000000003,392.54,32.55,50.51,2.43,26.23,82.61799999999998,91.82,25.660999999999998,365.0
Talcher,2018-02-04,29.93,90.34,4.7,31.76,1.8,38.27,65.8,65.58,17.55,139.0
Talcher,2018-02-05,38.9,92.05,33.4,53.123999999999995,1.65,14.33,13.21,31.09,25.61,94.0
Talcher,2018-02-06,49.37,98.48,14.27,35.35,1.94,10.14,17.37,19.01,13.0,98.0
Talcher,2018-02-07,21.0,104.21,7.05,51.82,2.38,20.75,30.44,27.72,22.07,111.0
Talcher,2018-02-08,31.23,117.92,7.05,51.82,0.0,20.75,30.44,0.0,22.07,146.0
Talcher,2018-02-09,31.23,117.92,7.05,51.82,0.0,20.75,30.44,0.0,22.07,146.0
Talcher,2018-02-10,31.23,117.92,41.04999999999997,5.57,0.0,13.53,30.44,0.0,24.42,146.0
Talcher,2018-02-11,37.81,138.32,2.05,10.78,2.44,13.44,76.44,51.36,25.01,112.0
Talcher,2018-02-12,100.93,393.59399999999994,0.02,18.29,1.86,8.62,25.19,23.45,7.09,366.79999999999995
Talcher,2018-03-01,100.93,393.59399999999994,0.02,18.29,1.86,8.62,25.19,23.45,7.09,366.79999999999995
Talcher,2018-03-02,100.93,393.59399999999994,0.02,18.29,1.86,8.62,25.19,23.45,7.09,366.79999999999995
Talcher,2018-03-03,145.03500000000003,393.59399999999994,27.44,47.24,2.35,27.58,73.59,90.31,25.660999999999998,348.0
Talcher,2018-03-04,39.69,133.54,10.7,34.72,1.62,43.94,10.25,9.8,12.03,99.0
Talcher,2018-03-05,72.57,103.33,17.06,53.123999999999995,1.75,23.47,45.49,45.6,25.660999999999998,112.0
Talcher,2018-03-06,132.55,206.24,8.09,48.31,2.35,16.25,17.22,16.1,13.43,201.0
Talcher,2018-03-07,19.47,122.99,6.14,47.43,2.27,18.66,26.59,25.68,21.53,105.0
Talcher,2018-03-08,23.22,140.67,6.14,47.43,0.0,18.66,26.59,0.0,21.53,115.0
Talcher,2018-03-09,23.22,140.67,6.14,47.43,0.0,18.66,26.59,0.0,21.53,115.0
Talcher,2018-03-10,23.22,140.67,41.04999999999997,10.55,0.0,14.56,26.59,0.0,22.98,115.0
Talcher,2018-03-11,59.16,208.18,15.89,23.79,2.69,13.06,82.61799999999998,76.84,25.22,150.0
Talcher,2018-03-12,109.94,393.59399999999994,15.89,18.03,2.37,8.02,35.6,27.97,8.39,366.79999999999995
Talcher,2018-04-01,109.94,393.59399999999994,15.89,18.03,2.37,8.02,35.6,27.97,8.39,366.79999999999995
Talcher,2018-04-02,109.94,393.59399999999994,15.89,18.03,2.37,8.02,35.6,27.97,8.39,366.79999999999995
Talcher,2018-04-03,145.03500000000003,393.59399999999994,36.38,52.69,3.2304999999999993,30.91,82.61799999999998,91.82,25.660999999999998,366.79999999999995
Talcher,2018-04-04,53.48,113.22,19.8,53.123999999999995,1.57,16.1,16.74,22.98,10.65,120.0
Talcher,2018-04-05,46.59,115.67,8.07,33.35,1.71,23.78,6.31,6.53,25.57,104.0
Talcher,2018-04-06,69.21,165.95,17.9,51.73,2.12,22.1,11.84,24.3,10.1,148.0
Talcher,2018-04-07,29.32,172.0,5.03,53.123999999999995,2.41,19.5,44.73,36.31,22.35,134.0
Talcher,2018-04-08,33.27,189.52,5.03,53.123999999999995,0.0,19.5,44.73,0.0,22.35,138.0
Talcher,2018-04-09,33.27,189.52,5.03,53.123999999999995,0.0,19.5,44.73,0.0,22.35,138.0
Talcher,2018-04-10,33.27,189.52,41.04999999999997,10.35,0.0,13.17,44.73,0.0,23.26,138.0
Talcher,2018-04-11,48.12,165.82,9.45,18.34,2.5,13.56,80.28,58.46,24.16,146.0
Talcher,2018-04-12,114.58,340.97,9.45,16.33,2.25,7.74,43.75,25.74,9.16,342.0
Talcher,2018-05-01,114.58,340.97,9.45,16.33,2.25,7.74,43.75,25.74,9.16,342.0
Talcher,2018-05-02,114.58,340.97,9.45,16.33,2.25,7.74,43.75,25.74,9.16,342.0
Talcher,2018-05-03,145.03500000000003,393.59399999999994,30.83,50.81,2.27,24.1,80.8,91.82,25.660999999999998,366.79999999999995
Talcher,2018-05-04,145.03500000000003,393.59399999999994,30.83,50.81,2.27,24.1,80.8,91.82,25.660999999999998,114.0
Talcher,2018-05-05,43.79,118.46,6.74,30.29,1.67,22.29,5.82,5.39,24.9,114.0
Talcher,2018-05-06,53.57,106.84,10.98,37.53,1.85,15.38,11.37,11.98,12.93,125.0
Talcher,2018-05-07,23.7,155.58,3.42,53.123999999999995,2.3,19.05,45.82,35.92,21.86,144.0
Talcher,2018-05-08,30.95,172.93,3.42,53.123999999999995,0.0,19.05,45.82,0.0,21.86,167.0
Talcher,2018-05-09,30.95,172.93,3.42,53.123999999999995,0.0,19.05,45.82,0.0,21.86,167.0
Talcher,2018-05-10,30.95,172.93,41.04999999999997,5.86,0.0,15.7,45.82,0.0,23.71,167.0
Talcher,2018-05-11,83.49,275.65,19.45,25.67,3.06,14.32,82.61799999999998,91.82,25.23,192.0
Talcher,2018-05-12,119.7,346.87,19.45,27.2,2.68,8.15,29.5,25.82,7.32,284.0
Talcher,2018-06-01,119.7,346.87,19.45,27.2,2.68,8.15,29.5,25.82,7.32,284.0
Talcher,2018-06-02,119.7,346.87,19.45,27.2,2.68,8.15,29.5,25.82,7.32,284.0
Talcher,2018-06-03,145.03500000000003,329.78,26.55,53.123999999999995,1.93,23.11,57.74,82.66,23.23,341.0
Talcher,2018-06-04,145.03500000000003,329.78,26.55,53.123999999999995,1.93,23.11,57.74,82.66,23.23,341.0
Talcher,2018-06-05,42.56,109.73,13.9,29.71,1.63,15.95,9.07,13.85,24.21,109.0
Talcher,2018-06-06,57.77,113.57,15.3,44.62,1.86,9.14,11.44,8.91,13.74,106.0
Talcher,2018-06-07,26.47,145.76,3.85,53.123999999999995,2.29,20.95,49.75,38.02,21.4,138.0
Talcher,2018-06-08,16.5,101.76,3.85,53.123999999999995,0.0,20.95,49.75,0.0,21.4,113.0
Talcher,2018-06-09,16.5,101.76,3.85,53.123999999999995,0.0,20.95,49.75,0.0,21.4,113.0
Talcher,2018-06-10,16.5,101.76,41.04999999999997,8.31,0.0,11.83,49.75,0.0,23.94,113.0
Talcher,2018-06-11,85.22,268.83,14.57,24.95,3.2304999999999993,12.27,82.61799999999998,91.82,25.660999999999998,246.0
Talcher,2018-06-12,106.01,299.94,14.57,19.55,2.34,8.72,31.19,26.72,7.42,286.0
Talcher,2018-07-01,106.01,299.94,14.57,19.55,2.34,8.72,31.19,26.72,7.42,286.0
Talcher,2018-07-02,123.61,322.43,29.29,19.55,2.46,29.76,14.45,43.73,7.3,286.0
Talcher,2018-07-03,145.03500000000003,333.81,35.12,53.123999999999995,2.05,29.6,73.26,91.82,25.13,320.0
Talcher,2018-07-04,145.03500000000003,333.81,35.12,53.123999999999995,2.05,29.6,73.26,91.82,25.13,320.0
Talcher,2018-07-05,67.72,179.63,18.76,33.27,1.91,19.8,8.25,17.14,24.5,128.0
Talcher,2018-07-06,59.3,113.1,18.76,53.123999999999995,1.91,19.8,8.25,0.0,24.5,107.0
Talcher,2018-07-07,23.59,139.36,5.04,51.4,2.27,20.51,24.64,27.07,19.92,128.0
Talcher,2018-07-08,2.65,51.95,5.04,51.4,0.0,20.51,24.64,0.0,19.92,78.0
Talcher,2018-07-09,2.65,51.95,5.04,51.4,0.0,20.51,24.64,0.0,19.92,78.0
Talcher,2018-07-10,2.65,51.95,41.04999999999997,6.96,0.0,13.52,24.64,0.0,23.11,78.0
Talcher,2018-07-11,62.29,205.0,13.94,18.18,2.65,12.73,82.61799999999998,91.82,25.660999999999998,185.0
Talcher,2018-07-12,101.5,308.53,13.94,19.01,2.47,7.6,32.34,27.38,7.47,261.0
Talcher,2018-08-01,101.5,308.53,13.94,19.01,2.47,7.6,32.34,27.38,7.47,261.0
Talcher,2018-08-02,135.85,341.78,27.72,19.01,2.5,18.54,26.92,54.67,6.63,311.0
Talcher,2018-08-03,111.63,241.12,27.81,53.04,1.46,28.35,50.46,67.24,24.24,295.0
Talcher,2018-08-04,111.63,241.12,27.81,53.04,1.46,28.35,50.46,67.24,24.24,295.0
Talcher,2018-08-05,51.0,147.09,20.01,30.18,1.76,22.49,12.91,21.32,24.68,140.0
Talcher,2018-08-06,51.0,147.09,20.01,30.18,1.76,22.49,12.91,21.32,24.68,140.0
Talcher,2018-08-07,23.54,105.13,3.97,53.123999999999995,2.32,21.47,21.82,22.04,19.74,113.0
Talcher,2018-08-08,11.88,39.4,3.97,53.123999999999995,0.0,21.47,21.82,0.0,19.74,51.0
Talcher,2018-08-09,11.88,39.4,3.97,53.123999999999995,0.0,21.47,21.82,0.0,19.74,51.0
Talcher,2018-08-10,11.88,39.4,41.04999999999997,11.58,0.0,13.05,21.82,0.0,24.6,51.0
Talcher,2018-08-11,58.04,205.76,19.43,17.89,2.41,12.88,40.98,52.87,24.17,167.0
Talcher,2018-08-12,94.41,239.24,19.43,21.66,2.58,6.64,52.82,37.14,13.25,241.0
